sample,total_count,population,count,percentage
sample07537,91929.0,cd4_t_cell,31777.0,34.5669
sample07537,91929.0,cd8_t_cell,23216.0,25.2543
sample07537,91929.0,monocyte,15285.0,16.627
sample07537,91929.0,nk_cell,8016.0,8.7198
sample07538,108264.0,b_cell,8030.0,7.4171
sample07538,108264.0,cd4_t_cell,30856.0,28.5007
sample07538,108264.0,cd8_t_cell,18842.0,17.4038
sample07538,108264.0,monocyte,31967.0,29.5269
sample07538,108264.0,nk_cell,18569.0,17.1516
sample07539,111643.0,b_cell,15794.0,14.1469
sample07539,111643.0,cd4_t_cell,25726.0,23.0431
sample07539,111643.0,cd8_t_cell,18527.0,16.5949
sample07539,111643.0,monocyte,37747.0,33.8104
sample07539,111643.0,nk_cell,13849.0,12.4047
sample07540,104626.0,b_cell,6479.0,6.1925
sample07540,104626.0,cd4_t_cell,25496.0,24.3687
sample07540,104626.0,cd8_t_cell,38461.0,36.7605
sample07540,104626.0,monocyte,24939.0,23.8363
sample07540,104626.0,nk_cell,9251.0,8.842
sample07541,108474.0,b_cell,8886.0,8.1918
sample07541,108474.0,cd4_t_cell,32945.0,30.3713
sample07541,108474.0,cd8_t_cell,27917.0,25.7361
sample07541,108474.0,monocyte,27364.0,25.2263
sample07541,108474.0,nk_cell,11362.0,10.4744
sample07542,105427.0,b_cell,11845.0,11.2353
sample07542,105427.0,cd4_t_cell,33677.0,31.9434
sample07542,105427.0,cd8_t_cell,25128.0,23.8345
sample07542,105427.0,monocyte,23438.0,22.2315
sample07542,105427.0,nk_cell,11339.0,10.7553
sample07543,91956.0,b_cell,8406.0,9.1413
sample07543,91956.0,cd4_t_cell,23538.0,25.597
sample07543,91956.0,cd8_t_cell,15291.0,16.6286
sample07543,91956.0,monocyte,24063.0,26.1679
sample07543,91956.0,nk_cell,20658.0,22.4651
sample07544,104144.0,b_cell,5055.0,4.8539
sample07544,104144.0,cd4_t_cell,35356.0,33.9491
sample07544,104144.0,cd8_t_cell,28862.0,27.7136
sample07544,104144.0,monocyte,25487.0,24.4728
sample07544,104144.0,nk_cell,9384.0,9.0106
sample07545,104082.0,b_cell,13643.0,13.1079
sample07545,104082.0,cd4_t_cell,31121.0,29.9005
sample07545,104082.0,cd8_t_cell,21471.0,20.6289
sample07545,104082.0,monocyte,27508.0,26.4292
sample07545,104082.0,nk_cell,10339.0,9.9335
sample07546,91921.0,b_cell,13390.0,14.5669
sample07546,91921.0,cd4_t_cell,27543.0,29.9638
sample07546,91921.0,cd8_t_cell,19537.0,21.2541
sample07546,91921.0,monocyte,21953.0,23.8825
sample07546,91921.0,nk_cell,9498.0,10.3328
sample07547,92312.0,b_cell,2232.0,2.4179
sample07547,92312.0,cd4_t_cell,26656.0,28.876
sample07547,92312.0,cd8_t_cell,28904.0,31.3112
sample07547,92312.0,monocyte,22009.0,23.842
sample07547,92312.0,nk_cell,12511.0,13.553
sample07548,104302.0,b_cell,14583.0,13.9815
sample07548,104302.0,cd4_t_cell,40528.0,38.8564
sample07548,104302.0,cd8_t_cell,15245.0,14.6162
sample07548,104302.0,monocyte,14830.0,14.2183
sample07548,104302.0,nk_cell,19116.0,18.3275
sample07549,93924.0,b_cell,5344.0,5.6897
sample07549,93924.0,cd4_t_cell,34873.0,37.129
sample07549,93924.0,cd8_t_cell,18668.0,19.8756
sample07549,93924.0,monocyte,14287.0,15.2112
sample07549,93924.0,nk_cell,20752.0,22.0945
sample07550,107788.0,b_cell,7617.0,7.0666
sample07550,107788.0,cd4_t_cell,33474.0,31.0554
sample07550,107788.0,cd8_t_cell,33971.0,31.5165
sample07550,107788.0,monocyte,17374.0,16.1187
sample07550,107788.0,nk_cell,15352.0,14.2428
sample07551,94482.0,b_cell,7370.0,7.8004
sample07551,94482.0,cd4_t_cell,27102.0,28.6848
sample07551,94482.0,cd8_t_cell,20972.0,22.1968
sample07551,94482.0,monocyte,25736.0,27.2391
sample07551,94482.0,nk_cell,13302.0,14.0789
sample07552,100899.0,b_cell,11685.0,11.5809
sample07552,100899.0,cd4_t_cell,32731.0,32.4394
sample07552,100899.0,cd8_t_cell,31233.0,30.9547
sample07552,100899.0,monocyte,13817.0,13.6939
sample07552,100899.0,nk_cell,11433.0,11.3311
sample07553,91151.0,b_cell,6360.0,6.9774
sample07553,91151.0,cd4_t_cell,24284.0,26.6415
sample07553,91151.0,cd8_t_cell,18533.0,20.3322
sample07553,91151.0,monocyte,20419.0,22.4013
sample07553,91151.0,nk_cell,21555.0,23.6476
sample07554,96671.0,b_cell,11321.0,11.7109
sample07554,96671.0,cd4_t_cell,34432.0,35.6177
sample07554,96671.0,cd8_t_cell,19192.0,19.8529
sample07554,96671.0,monocyte,16233.0,16.792
sample07554,96671.0,nk_cell,15493.0,16.0265
sample07555,92758.0,b_cell,12726.0,13.7196
sample07555,92758.0,cd4_t_cell,27303.0,29.4347
sample07555,92758.0,cd8_t_cell,20599.0,22.2072
sample07555,92758.0,monocyte,20712.0,22.3291
sample07555,92758.0,nk_cell,11418.0,12.3095
sample07556,109486.0,b_cell,13143.0,12.0043
sample07556,109486.0,cd4_t_cell,29646.0,27.0774
sample07556,109486.0,cd8_t_cell,41591.0,37.9875
sample07556,109486.0,monocyte,15026.0,13.7241
sample07556,109486.0,nk_cell,10080.0,9.2067
sample07557,104981.0,b_cell,13570.0,12.9261
sample07557,104981.0,cd4_t_cell,25029.0,23.8415
sample07557,104981.0,cd8_t_cell,25737.0,24.5159
sample07557,104981.0,monocyte,22197.0,21.1438
sample07557,104981.0,nk_cell,18448.0,17.5727
sample07558,103366.0,b_cell,10191.0,9.8591
sample07558,103366.0,cd4_t_cell,28229.0,27.3098
sample07558,103366.0,cd8_t_cell,30674.0,29.6751
sample07558,103366.0,monocyte,22091.0,21.3716
sample07558,103366.0,nk_cell,12181.0,11.7843
sample07559,104206.0,b_cell,7010.0,6.7271
sample07559,104206.0,cd4_t_cell,30480.0,29.2498
sample07559,104206.0,cd8_t_cell,32257.0,30.955
sample07559,104206.0,monocyte,21056.0,20.2061
sample07559,104206.0,nk_cell,13403.0,12.862
sample07560,112532.0,b_cell,11021.0,9.7937
sample07560,112532.0,cd4_t_cell,32511.0,28.8904
sample07560,112532.0,cd8_t_cell,34539.0,30.6926
sample07560,112532.0,monocyte,16195.0,14.3915
sample07560,112532.0,nk_cell,18266.0,16.2318
sample07561,95194.0,b_cell,9515.0,9.9954
sample07561,95194.0,cd4_t_cell,23299.0,24.4753
sample07561,95194.0,cd8_t_cell,29199.0,30.6732
sample07561,95194.0,monocyte,15245.0,16.0147
sample07561,95194.0,nk_cell,17936.0,18.8415
sample07562,101792.0,b_cell,9789.0,9.6167
sample07562,101792.0,cd4_t_cell,28884.0,28.3755
sample07562,101792.0,cd8_t_cell,36773.0,36.1256
sample07562,101792.0,monocyte,12829.0,12.6032
sample07562,101792.0,nk_cell,13517.0,13.279
sample07563,102388.0,b_cell,12141.0,11.8578
sample07563,102388.0,cd4_t_cell,28754.0,28.0834
sample07563,102388.0,cd8_t_cell,27229.0,26.5939
sample07563,102388.0,monocyte,19061.0,18.6164
sample07563,102388.0,nk_cell,15203.0,14.8484
sample07564,94217.0,b_cell,6126.0,6.502
sample07564,94217.0,cd4_t_cell,31851.0,33.806
sample07564,94217.0,cd8_t_cell,23884.0,25.35
sample07564,94217.0,monocyte,19978.0,21.2042
sample07564,94217.0,nk_cell,12378.0,13.1378
sample07565,91441.0,b_cell,9269.0,10.1366
sample07565,91441.0,cd4_t_cell,22951.0,25.0992
sample07565,91441.0,cd8_t_cell,24389.0,26.6718
sample07565,91441.0,monocyte,19823.0,21.6785
sample07565,91441.0,nk_cell,15009.0,16.4139
sample07566,112492.0,b_cell,7471.0,6.6414
sample07566,112492.0,cd4_t_cell,37161.0,33.0343
sample07566,112492.0,cd8_t_cell,27813.0,24.7244
sample07566,112492.0,monocyte,24600.0,21.8682
sample07566,112492.0,nk_cell,15447.0,13.7316
sample07567,104466.0,b_cell,7197.0,6.8893
sample07567,104466.0,cd4_t_cell,31376.0,30.0347
sample07567,104466.0,cd8_t_cell,23667.0,22.6552
sample07567,104466.0,monocyte,22029.0,21.0872
sample07567,104466.0,nk_cell,20197.0,19.3336
sample07568,100131.0,b_cell,14176.0,14.1575
sample07568,100131.0,cd4_t_cell,33416.0,33.3723
sample07568,100131.0,cd8_t_cell,26930.0,26.8948
sample07568,100131.0,monocyte,20808.0,20.7808
sample07568,100131.0,nk_cell,4801.0,4.7947
sample07569,95043.0,b_cell,13417.0,14.1168
sample07569,95043.0,cd4_t_cell,31188.0,32.8146
sample07569,95043.0,cd8_t_cell,30723.0,32.3254
sample07569,95043.0,monocyte,11869.0,12.488
sample07569,95043.0,nk_cell,7846.0,8.2552
sample07570,99055.0,b_cell,6155.0,6.2137
sample07570,99055.0,cd4_t_cell,37278.0,37.6336
sample07570,99055.0,cd8_t_cell,23162.0,23.383
sample07570,99055.0,monocyte,13383.0,13.5107
sample07570,99055.0,nk_cell,19077.0,19.259
sample07571,112547.0,b_cell,8008.0,7.1152
sample07571,112547.0,cd4_t_cell,42651.0,37.8962
sample07571,112547.0,cd8_t_cell,25918.0,23.0286
sample07571,112547.0,monocyte,23160.0,20.5781
sample07571,112547.0,nk_cell,12810.0,11.3819
sample07572,94698.0,b_cell,8370.0,8.8386
sample07572,94698.0,cd4_t_cell,23216.0,24.5158
sample07572,94698.0,cd8_t_cell,25933.0,27.385
sample07572,94698.0,monocyte,18537.0,19.5749
sample07572,94698.0,nk_cell,18642.0,19.6857
sample07573,105643.0,b_cell,8842.0,8.3697
sample07573,105643.0,cd4_t_cell,25336.0,23.9827
sample07573,105643.0,cd8_t_cell,29637.0,28.0539
sample07573,105643.0,monocyte,16288.0,15.418
sample07573,105643.0,nk_cell,25540.0,24.1758
sample07574,95797.0,b_cell,10778.0,11.2509
sample07574,95797.0,cd4_t_cell,23429.0,24.4569
sample07574,95797.0,cd8_t_cell,26932.0,28.1136
sample07574,95797.0,monocyte,17000.0,17.7459
sample07574,95797.0,nk_cell,17658.0,18.4327
sample07575,107827.0,b_cell,6324.0,5.865
sample07575,107827.0,cd4_t_cell,35458.0,32.8842
sample07575,107827.0,cd8_t_cell,20207.0,18.7402
sample07575,107827.0,monocyte,25014.0,23.1983
sample07575,107827.0,nk_cell,20824.0,19.3124
sample07576,94975.0,b_cell,13142.0,13.8373
sample07576,94975.0,cd4_t_cell,23550.0,24.796
sample07576,94975.0,cd8_t_cell,22644.0,23.8421
sample07576,94975.0,monocyte,17330.0,18.2469
sample07576,94975.0,nk_cell,18309.0,19.2777
sample07577,108626.0,b_cell,6834.0,6.2913
sample07577,108626.0,cd4_t_cell,29264.0,26.9401
sample07577,108626.0,cd8_t_cell,29993.0,27.6113
sample07577,108626.0,monocyte,18473.0,17.0061
sample07577,108626.0,nk_cell,24062.0,22.1512
sample07578,93008.0,b_cell,5848.0,6.2876
sample07578,93008.0,cd4_t_cell,20772.0,22.3336
sample07578,93008.0,cd8_t_cell,28735.0,30.8952
sample07578,93008.0,monocyte,19365.0,20.8208
sample07578,93008.0,nk_cell,18288.0,19.6628
sample07579,104241.0,b_cell,10905.0,10.4613
sample07579,104241.0,cd4_t_cell,32718.0,31.3869
sample07579,104241.0,cd8_t_cell,19506.0,18.7124
sample07579,104241.0,monocyte,21805.0,20.9179
sample07579,104241.0,nk_cell,19307.0,18.5215
sample07580,101180.0,b_cell,9043.0,8.9375
sample07580,101180.0,cd4_t_cell,37206.0,36.7721
sample07580,101180.0,cd8_t_cell,22473.0,22.2109
sample07580,101180.0,monocyte,21281.0,21.0328
sample07580,101180.0,nk_cell,11177.0,11.0466
sample07581,97052.0,b_cell,12339.0,12.7138
sample07581,97052.0,cd4_t_cell,36361.0,37.4655
sample07581,97052.0,cd8_t_cell,21333.0,21.981
sample07581,97052.0,monocyte,12728.0,13.1146
sample07581,97052.0,nk_cell,14291.0,14.7251
sample07582,94160.0,b_cell,6432.0,6.8309
sample07582,94160.0,cd4_t_cell,26851.0,28.5164
sample07582,94160.0,cd8_t_cell,24581.0,26.1056
sample07582,94160.0,monocyte,23060.0,24.4902
sample07582,94160.0,nk_cell,13236.0,14.0569
sample07583,99190.0,b_cell,9315.0,9.3911
sample07583,99190.0,cd4_t_cell,19275.0,19.4324
sample07583,99190.0,cd8_t_cell,32175.0,32.4377
sample07583,99190.0,monocyte,22918.0,23.1052
sample07583,99190.0,nk_cell,15507.0,15.6336
sample07584,106563.0,b_cell,11397.0,10.6951
sample07584,106563.0,cd4_t_cell,30097.0,28.2434
sample07584,106563.0,cd8_t_cell,21675.0,20.3401
sample07584,106563.0,monocyte,21485.0,20.1618
sample07584,106563.0,nk_cell,21909.0,20.5597
sample07585,102646.0,b_cell,10012.0,9.7539
sample07585,102646.0,cd4_t_cell,28386.0,27.6543
sample07585,102646.0,cd8_t_cell,29472.0,28.7123
sample07585,102646.0,monocyte,21978.0,21.4115
sample07585,102646.0,nk_cell,12798.0,12.4681
sample07586,93168.0,b_cell,10258.0,11.0102
sample07586,93168.0,cd4_t_cell,25027.0,26.8622
sample07586,93168.0,cd8_t_cell,21880.0,23.4845
sample07586,93168.0,monocyte,21362.0,22.9285
sample07586,93168.0,nk_cell,14641.0,15.7146
sample07587,107238.0,b_cell,7542.0,7.033
sample07587,107238.0,cd4_t_cell,34911.0,32.5547
sample07587,107238.0,cd8_t_cell,28481.0,26.5587
sample07587,107238.0,monocyte,27498.0,25.642
sample07587,107238.0,nk_cell,8806.0,8.2116
sample07588,102202.0,b_cell,4188.0,4.0978
sample07588,102202.0,cd4_t_cell,34559.0,33.8144
sample07588,102202.0,cd8_t_cell,32230.0,31.5356
sample07588,102202.0,monocyte,15407.0,15.075
sample07588,102202.0,nk_cell,15818.0,15.4772
sample07589,96060.0,b_cell,10300.0,10.7225
sample07589,96060.0,cd4_t_cell,28701.0,29.8782
sample07589,96060.0,cd8_t_cell,21100.0,21.9654
sample07589,96060.0,monocyte,20833.0,21.6875
sample07589,96060.0,nk_cell,15126.0,15.7464
sample07590,90478.0,b_cell,9338.0,10.3207
sample07590,90478.0,cd4_t_cell,24406.0,26.9745
sample07590,90478.0,cd8_t_cell,21433.0,23.6886
sample07590,90478.0,monocyte,21426.0,23.6809
sample07590,90478.0,nk_cell,13875.0,15.3352
sample07591,103752.0,b_cell,7966.0,7.6779
sample07591,103752.0,cd4_t_cell,30448.0,29.3469
sample07591,103752.0,cd8_t_cell,30151.0,29.0606
sample07591,103752.0,monocyte,18460.0,17.7924
sample07591,103752.0,nk_cell,16727.0,16.1221
sample07592,98899.0,b_cell,7282.0,7.3631
sample07592,98899.0,cd4_t_cell,30404.0,30.7425
sample07592,98899.0,cd8_t_cell,24486.0,24.7586
sample07592,98899.0,monocyte,17986.0,18.1862
sample07592,98899.0,nk_cell,18741.0,18.9496
sample07593,109494.0,b_cell,10343.0,9.4462
sample07593,109494.0,cd4_t_cell,23676.0,21.6231
sample07593,109494.0,cd8_t_cell,26644.0,24.3338
sample07593,109494.0,monocyte,26323.0,24.0406
sample07593,109494.0,nk_cell,22508.0,20.5564
sample07594,111131.0,b_cell,14426.0,12.9811
sample07594,111131.0,cd4_t_cell,38310.0,34.4728
sample07594,111131.0,cd8_t_cell,18923.0,17.0277
sample07594,111131.0,monocyte,26254.0,23.6244
sample07594,111131.0,nk_cell,13218.0,11.8941
sample07595,100255.0,b_cell,15351.0,15.312
sample07595,100255.0,cd4_t_cell,27737.0,27.6665
sample07595,100255.0,cd8_t_cell,16643.0,16.6007
sample07595,100255.0,monocyte,23703.0,23.6427
sample07595,100255.0,nk_cell,16821.0,16.7782
sample07596,99421.0,b_cell,6149.0,6.1848
sample07596,99421.0,cd4_t_cell,32550.0,32.7396
sample07596,99421.0,cd8_t_cell,23050.0,23.1842
sample07596,99421.0,monocyte,23292.0,23.4276
sample07596,99421.0,nk_cell,14380.0,14.4637
sample07597,101383.0,b_cell,12379.0,12.2101
sample07597,101383.0,cd4_t_cell,32935.0,32.4857
sample07597,101383.0,cd8_t_cell,26230.0,25.8722
sample07597,101383.0,monocyte,18283.0,18.0336
sample07597,101383.0,nk_cell,11556.0,11.3984
sample07598,94664.0,b_cell,9825.0,10.3788
sample07598,94664.0,cd4_t_cell,31284.0,33.0474
sample07598,94664.0,cd8_t_cell,20643.0,21.8066
sample07598,94664.0,monocyte,16470.0,17.3984
sample07598,94664.0,nk_cell,16442.0,17.3688
sample07599,103284.0,b_cell,7260.0,7.0292
sample07599,103284.0,cd4_t_cell,38094.0,36.8828
sample07599,103284.0,cd8_t_cell,25581.0,24.7676
sample07599,103284.0,monocyte,18864.0,18.2642
sample07599,103284.0,nk_cell,13485.0,13.0562
sample07600,93428.0,b_cell,7348.0,7.8649
sample07600,93428.0,cd4_t_cell,25246.0,27.0219
sample07600,93428.0,cd8_t_cell,24718.0,26.4567
sample07600,93428.0,monocyte,23565.0,25.2226
sample07600,93428.0,nk_cell,12551.0,13.4339
sample07601,89950.0,b_cell,16005.0,17.7932
sample07601,89950.0,cd4_t_cell,26917.0,29.9244
sample07601,89950.0,cd8_t_cell,16047.0,17.8399
sample07601,89950.0,monocyte,12331.0,13.7087
sample07601,89950.0,nk_cell,18650.0,20.7337
sample07602,96441.0,b_cell,8177.0,8.4788
sample07602,96441.0,cd4_t_cell,29816.0,30.9163
sample07602,96441.0,cd8_t_cell,18996.0,19.697
sample07602,96441.0,monocyte,21847.0,22.6532
sample07602,96441.0,nk_cell,17605.0,18.2547
sample07603,108682.0,b_cell,9172.0,8.4393
sample07603,108682.0,cd4_t_cell,30117.0,27.7111
sample07603,108682.0,cd8_t_cell,18678.0,17.1859
sample07603,108682.0,monocyte,28955.0,26.6419
sample07603,108682.0,nk_cell,21760.0,20.0217
sample07604,107290.0,b_cell,15251.0,14.2147
sample07604,107290.0,cd4_t_cell,35940.0,33.498
sample07604,107290.0,cd8_t_cell,29223.0,27.2374
sample07604,107290.0,monocyte,19455.0,18.1331
sample07604,107290.0,nk_cell,7421.0,6.9168
sample07605,100861.0,b_cell,11720.0,11.62
sample07605,100861.0,cd4_t_cell,32872.0,32.5914
sample07605,100861.0,cd8_t_cell,28418.0,28.1754
sample07605,100861.0,monocyte,17678.0,17.5271
sample07605,100861.0,nk_cell,10173.0,10.0862
sample07606,91757.0,b_cell,8391.0,9.1448
sample07606,91757.0,cd4_t_cell,33926.0,36.9737
sample07606,91757.0,cd8_t_cell,17240.0,18.7888
sample07606,91757.0,monocyte,22051.0,24.032
sample07606,91757.0,nk_cell,10149.0,11.0607
sample07607,91453.0,b_cell,8472.0,9.2638
sample07607,91453.0,cd4_t_cell,29385.0,32.1313
sample07607,91453.0,cd8_t_cell,24672.0,26.9778
sample07607,91453.0,monocyte,18130.0,19.8244
sample07607,91453.0,nk_cell,10794.0,11.8028
sample07608,93178.0,b_cell,6558.0,7.0381
sample07608,93178.0,cd4_t_cell,30324.0,32.5442
sample07608,93178.0,cd8_t_cell,19944.0,21.4042
sample07608,93178.0,monocyte,24919.0,26.7434
sample07608,93178.0,nk_cell,11433.0,12.2701
sample07609,105988.0,b_cell,8300.0,7.8311
sample07609,105988.0,cd4_t_cell,24166.0,22.8007
sample07609,105988.0,cd8_t_cell,31965.0,30.1591
sample07609,105988.0,monocyte,26560.0,25.0594
sample07609,105988.0,nk_cell,14997.0,14.1497
sample07610,91424.0,b_cell,12344.0,13.5019
sample07610,91424.0,cd4_t_cell,35725.0,39.0762
sample07610,91424.0,cd8_t_cell,18971.0,20.7506
sample07610,91424.0,monocyte,10906.0,11.929
sample07610,91424.0,nk_cell,13478.0,14.7423
sample07611,92218.0,b_cell,4765.0,5.1671
sample07611,92218.0,cd4_t_cell,27825.0,30.1731
sample07611,92218.0,cd8_t_cell,21410.0,23.2167
sample07611,92218.0,monocyte,27425.0,29.7393
sample07611,92218.0,nk_cell,10793.0,11.7038
sample07612,94264.0,b_cell,6914.0,7.3347
sample07612,94264.0,cd4_t_cell,29203.0,30.98
sample07612,94264.0,cd8_t_cell,32029.0,33.978
sample07612,94264.0,monocyte,19347.0,20.5243
sample07612,94264.0,nk_cell,6771.0,7.183
sample07613,101592.0,b_cell,16432.0,16.1745
sample07613,101592.0,cd4_t_cell,30762.0,30.2799
sample07613,101592.0,cd8_t_cell,19463.0,19.158
sample07613,101592.0,monocyte,22933.0,22.5736
sample07613,101592.0,nk_cell,12002.0,11.8139
sample07614,105861.0,b_cell,8257.0,7.7999
sample07614,105861.0,cd4_t_cell,34225.0,32.3301
sample07614,105861.0,cd8_t_cell,28901.0,27.3009
sample07614,105861.0,monocyte,19750.0,18.6565
sample07614,105861.0,nk_cell,14728.0,13.9126
sample07615,98534.0,b_cell,9742.0,9.8869
sample07615,98534.0,cd4_t_cell,25298.0,25.6744
sample07615,98534.0,cd8_t_cell,15981.0,16.2188
sample07615,98534.0,monocyte,19733.0,20.0266
sample07615,98534.0,nk_cell,27780.0,28.1933
sample07616,111422.0,b_cell,12009.0,10.7779
sample07616,111422.0,cd4_t_cell,39357.0,35.3225
sample07616,111422.0,cd8_t_cell,29381.0,26.3691
sample07616,111422.0,monocyte,16286.0,14.6165
sample07616,111422.0,nk_cell,14389.0,12.914
sample07617,103692.0,b_cell,8218.0,7.9254
sample07617,103692.0,cd4_t_cell,32474.0,31.3177
sample07617,103692.0,cd8_t_cell,20772.0,20.0324
sample07617,103692.0,monocyte,26643.0,25.6944
sample07617,103692.0,nk_cell,15585.0,15.0301
sample07618,110138.0,b_cell,12792.0,11.6145
sample07618,110138.0,cd4_t_cell,26545.0,24.1016
sample07618,110138.0,cd8_t_cell,31091.0,28.2291
sample07618,110138.0,monocyte,25828.0,23.4506
sample07618,110138.0,nk_cell,13882.0,12.6042
sample07619,96608.0,b_cell,9775.0,10.1182
sample07619,96608.0,cd4_t_cell,34272.0,35.4753
sample07619,96608.0,cd8_t_cell,21457.0,22.2104
sample07619,96608.0,monocyte,17525.0,18.1403
sample07619,96608.0,nk_cell,13579.0,14.0558
sample07620,100603.0,b_cell,8959.0,8.9053
sample07620,100603.0,cd4_t_cell,29439.0,29.2625
sample07620,100603.0,cd8_t_cell,20913.0,20.7877
sample07620,100603.0,monocyte,21717.0,21.5868
sample07620,100603.0,nk_cell,19575.0,19.4577
sample07621,95097.0,b_cell,7840.0,8.2442
sample07621,95097.0,cd4_t_cell,25716.0,27.0419
sample07621,95097.0,cd8_t_cell,28485.0,29.9536
sample07621,95097.0,monocyte,14010.0,14.7323
sample07621,95097.0,nk_cell,19046.0,20.028
sample07622,93577.0,b_cell,11091.0,11.8523
sample07622,93577.0,cd4_t_cell,28038.0,29.9625
sample07622,93577.0,cd8_t_cell,24393.0,26.0673
sample07622,93577.0,monocyte,12404.0,13.2554
sample07622,93577.0,nk_cell,17651.0,18.8625
sample07623,89042.0,b_cell,8957.0,10.0593
sample07623,89042.0,cd4_t_cell,30510.0,34.2647
sample07623,89042.0,cd8_t_cell,20549.0,23.0779
sample07623,89042.0,monocyte,20160.0,22.641
sample07623,89042.0,nk_cell,8866.0,9.9571
sample07624,95458.0,b_cell,10561.0,11.0635
sample07624,95458.0,cd4_t_cell,18861.0,19.7584
sample07624,95458.0,cd8_t_cell,27555.0,28.8661
sample07624,95458.0,monocyte,22395.0,23.4606
sample07624,95458.0,nk_cell,16086.0,16.8514
sample07625,105388.0,b_cell,14080.0,13.3602
sample07625,105388.0,cd4_t_cell,30968.0,29.3847
sample07625,105388.0,cd8_t_cell,32049.0,30.4105
sample07625,105388.0,monocyte,16400.0,15.5615
sample07625,105388.0,nk_cell,11891.0,11.2831
sample07626,101696.0,b_cell,9574.0,9.4143
sample07626,101696.0,cd4_t_cell,37033.0,36.4154
sample07626,101696.0,cd8_t_cell,26818.0,26.3708
sample07626,101696.0,monocyte,14157.0,13.9209
sample07626,101696.0,nk_cell,14114.0,13.8786
sample07627,95800.0,b_cell,8420.0,8.7891
sample07627,95800.0,cd4_t_cell,28919.0,30.1868
sample07627,95800.0,cd8_t_cell,18262.0,19.0626
sample07627,95800.0,monocyte,17413.0,18.1764
sample07627,95800.0,nk_cell,22786.0,23.785
sample07628,93115.0,b_cell,8024.0,8.6173
sample07628,93115.0,cd4_t_cell,24524.0,26.3373
sample07628,93115.0,cd8_t_cell,30122.0,32.3492
sample07628,93115.0,monocyte,20087.0,21.5722
sample07628,93115.0,nk_cell,10358.0,11.1239
sample07629,97763.0,b_cell,7729.0,7.9059
sample07629,97763.0,cd4_t_cell,27002.0,27.6199
sample07629,97763.0,cd8_t_cell,25873.0,26.465
sample07629,97763.0,monocyte,19950.0,20.4065
sample07629,97763.0,nk_cell,17209.0,17.6028
sample07630,95058.0,b_cell,5487.0,5.7723
sample07630,95058.0,cd4_t_cell,30553.0,32.1414
sample07630,95058.0,cd8_t_cell,18580.0,19.546
sample07630,95058.0,monocyte,23654.0,24.8838
sample07630,95058.0,nk_cell,16784.0,17.6566
sample07631,92479.0,b_cell,9565.0,10.3429
sample07631,92479.0,cd4_t_cell,31094.0,33.6228
sample07631,92479.0,cd8_t_cell,22725.0,24.5731
sample07631,92479.0,monocyte,17680.0,19.1179
sample07631,92479.0,nk_cell,11415.0,12.3433
sample07632,101693.0,b_cell,7338.0,7.2158
sample07632,101693.0,cd4_t_cell,28404.0,27.9311
sample07632,101693.0,cd8_t_cell,30675.0,30.1643
sample07632,101693.0,monocyte,18646.0,18.3356
sample07632,101693.0,nk_cell,16630.0,16.3531
sample07633,94189.0,b_cell,10463.0,11.1085
sample07633,94189.0,cd4_t_cell,27990.0,29.7168
sample07633,94189.0,cd8_t_cell,23365.0,24.8065
sample07633,94189.0,monocyte,20161.0,21.4048
sample07633,94189.0,nk_cell,12210.0,12.9633
sample07634,103231.0,b_cell,9188.0,8.9004
sample07634,103231.0,cd4_t_cell,29921.0,28.9845
sample07634,103231.0,cd8_t_cell,39019.0,37.7978
sample07634,103231.0,monocyte,12359.0,11.9722
sample07634,103231.0,nk_cell,12744.0,12.3451
sample07635,106437.0,b_cell,8462.0,7.9502
sample07635,106437.0,cd4_t_cell,31968.0,30.0347
sample07635,106437.0,cd8_t_cell,33015.0,31.0183
sample07635,106437.0,monocyte,17031.0,16.001
sample07635,106437.0,nk_cell,15961.0,14.9957
sample07636,94430.0,b_cell,10261.0,10.8663
sample07636,94430.0,cd4_t_cell,19271.0,20.4077
sample07636,94430.0,cd8_t_cell,23920.0,25.3309
sample07636,94430.0,monocyte,24786.0,26.248
sample07636,94430.0,nk_cell,16192.0,17.1471
sample07637,94013.0,b_cell,9180.0,9.7646
sample07637,94013.0,cd4_t_cell,29263.0,31.1265
sample07637,94013.0,cd8_t_cell,24881.0,26.4655
sample07637,94013.0,monocyte,18699.0,19.8898
sample07637,94013.0,nk_cell,11990.0,12.7536
sample07638,100300.0,b_cell,10409.0,10.3779
sample07638,100300.0,cd4_t_cell,33033.0,32.9342
sample07638,100300.0,cd8_t_cell,29251.0,29.1635
sample07638,100300.0,monocyte,13711.0,13.67
sample07638,100300.0,nk_cell,13896.0,13.8544
sample07639,96665.0,b_cell,7860.0,8.1312
sample07639,96665.0,cd4_t_cell,36103.0,37.3486
sample07639,96665.0,cd8_t_cell,23907.0,24.7318
sample07639,96665.0,monocyte,16685.0,17.2606
sample07639,96665.0,nk_cell,12110.0,12.5278
sample07640,102384.0,b_cell,7033.0,6.8692
sample07640,102384.0,cd4_t_cell,30612.0,29.8992
sample07640,102384.0,cd8_t_cell,26983.0,26.3547
sample07640,102384.0,monocyte,17667.0,17.2556
sample07640,102384.0,nk_cell,20089.0,19.6212
sample07641,87949.0,b_cell,11809.0,13.4271
sample07641,87949.0,cd4_t_cell,25101.0,28.5404
sample07641,87949.0,cd8_t_cell,22591.0,25.6865
sample07641,87949.0,monocyte,14947.0,16.9951
